indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
1561,acv minor cardioembolico,K90,K75,INFARTO AGUDO DE MIOCARDIO                                  ,0.5506026148796082,K75,infarto agudo de miocardio,0.5506026148796082,,
1562,sincope neurologia cardiologia,A06,A06,SINCOPE VASOVAGAL                                           ,0.7498514652252197,A06,sincope vasovagal,0.7498514652252197,,
1563,arritmia cardiaca estudio,K78,K84,arritmia cardiaca,0.883094072341919,K79,TAQUICARDIA PAROXISTICA SUPRAVENTRICULAR                    ,0.5760206580162048,,
1567,bloqueo rama dcha,K84,K84,BLOQUEO DE RAMA DCHA                                        ,0.8333109617233276,K84,bloqueos de rama,0.7632880806922913,,
1568,angor inespecifico cardiopata,K74,K76,ARTERIOESCLEROSIS CORONARIA                                 ,0.7813130617141724,K76,ATEROESCLEROSIS CORONARIA                                   ,0.764314591884613,,
1569,hipertension arterial complicada,K87,K87,HIPERTENSION ARTERIAL COMPLICADA                            ,0.9999999403953552,K86,HIPERTENSION ARTERIAL NO COMPLICADA                         ,0.8805550932884216,,
1570,tension arterial elevada,K85,K85,TENSION ARTERIAL ELEVADA SIN HTA                            ,0.8508839011192322,W81,HIPERTENSION ARTERIAL EN EL EMBARAZO                        ,0.5697845220565796,,
1571,hipertension arterial sistolica,K86,W81,HIPERTENSION ARTERIAL EN EL EMBARAZO                        ,0.7189057469367981,K86,HIPERTENSION ARTERIAL NO COMPLICADA                         ,0.7009760141372681,,
1572,hipertension arterial mal control,K87,K87,HIPERTENSION ARTERIAL COMPLICADA                            ,0.8499043583869934,K86,HIPERTENSION ARTERIAL NO COMPLICADA                         ,0.8091070055961609,,
1573,hta esencial,K86,K86,HTA ESENCIAL                                                ,0.9999999403953552,W81,HTA EN EL EMBARAZO                                          ,0.6649316549301147,,
1574,desorientacion,K94,P20,desorientacion,1.0,P20,DESORIENTACION                                              ,0.9999999403953552,,
1575,hipotension ortostatica,K88,K88,HIPOTENSION ORTOSTATICA                                     ,1.0000001192092896,K88,hipotension ortostatica,1.0000001192092896,,
1576,hipotension arterial sutril,K29,K29,HIPOTENSION ARTERIAL                                        ,0.9124906659126282,K88,hipotension postural hipotension arterial,0.8584479093551636,,
1577,hipoestesia manos,N06,N06,HIPOESTESIA                                                 ,0.7981404066085815,L99,OSTEOARTROPATIA HIPERTROFICA                                ,0.612678050994873,,
1578,ataque isquemico transitorio,K89,K89,isquemia cerebral transitoria,0.5411666631698608,K89,ISQUEMIA CEREBRAL TRANSITORIA                               ,0.5411664247512817,,
1579,ait insuficiencia vertebro basilar,K89,K89,insuficiencia vertebrobasilar,0.862127959728241,K89,INSUFICIENCIA VERTEBROBASILAR                               ,0.8621278405189514,,
1580,amnesia global transitoria,K89,K89,AMNESIA GLOBAL TRANSITORIA                                  ,1.0000001192092896,K89,amnesia global transitoria,1.0000001192092896,,
1581,ataque isquemico transitorio,K89,K89,isquemia cerebral transitoria,0.5411666631698608,K89,ISQUEMIA CEREBRAL TRANSITORIA                               ,0.5411664247512817,,
1582,accidente isquemico transitorio,K89,K89,ACCIDENTE ISQUEMICO TRANSITORIO                             ,1.0,K89,accidente isquemico transitorio,1.0,,
1583,isquemia cerebral transitoria,K89,K89,ISQUEMIA CEREBRAL TRANSITORIA                               ,1.0,K89,isquemia cerebral transitoria,1.0,,
1584,isquemia cerebrovascular grado i estenosis severa cii,K89,K89,isquemia cerebral transitoria,0.6146795749664307,K89,ISQUEMIA CEREBRAL TRANSITORIA                               ,0.6146794557571411,,
1585,posible lesi n isquemica cerebral peq tama rmn,K89,N81,lesion traumatica de nervios perifericos,0.4333274960517883,N81,LESION NERVIOS PERIFERICOS                                  ,0.4276606738567352,,
1589,mareo crisis hipertensiva,N17,K8A7,CRISIS HIPERTENSIVA                                         ,0.6892493367195129,K8A7,crisis hipertensiva,0.6892492771148682,,
1590,accidente cerebrovascular,K90,K90,ACCIDENTE CEREBROVASCULAR                                   ,1.0,K90,accidente cerebrovascular acv,0.9506099820137024,,
1591,accidente cerebrovascular,K90,K90,ACCIDENTE CEREBROVASCULAR                                   ,1.0,K90,accidente cerebrovascular acv,0.9506099820137024,,
1592,accidente cerebrovascular,K90,K90,ACCIDENTE CEREBROVASCULAR                                   ,1.0,K90,accidente cerebrovascular acv,0.9506099820137024,,
1594,enfermedad cerebrovascular probale,K90,K91,enfermedad cerebrovascular post ictus,0.6128128170967102,K90,infarto cerebral,0.4862359464168548,,
1595,parkinsonismo vascular,N87,N87,PARKINSONISMO                                               ,0.8686140179634094,N87,parkinsonismos,0.8539198637008667,,
1597,cefalea frontal,R97,N01,cefalea ,0.7735504508018494,N01,cefalea,0.7735504508018494,,
1599,embolismo cerebral izquierdo,K90,K90,EMBOLISMO CEREBRAL                                          ,0.8842033743858337,K90,embolismo cerebral,0.884203314781189,,
1600,ictus infarto art cerebral media izda,K90,K90,INFARTO CEREBRAL                                            ,0.7506728172302246,K90,infarto cerebral,0.7506727576255798,,
1602,claudicacion intermitente,K92,K92,CLAUDICACION INTERMITENTE                                   ,1.0,K92,claudicacion intermitente,0.9999998807907104,,
1604,claudicacion intermitente,K92,K92,CLAUDICACION INTERMITENTE                                   ,1.0,K92,claudicacion intermitente,0.9999998807907104,,
1605,enfermedad vascular periferica,K92,K92,ENFERMEDAD VASCULAR PERIFERICA                              ,1.0,K92,otras enfermedades vasculares perifericas,0.6754462718963623,,
1611,trombosis venosa izquierdo,K94,K94,TROMBOSIS VENOSA SUPERFICIAL                                ,0.824910581111908,K94,TROMBOSIS VENOSA PROFUNDA                                   ,0.7783318758010864,,
1613,edema agudo pulmon,K77,K77,EDEMA AGUDO DE PULMON                                       ,0.984460175037384,K07,edema,0.7078166604042053,,
1614,trombosis venosa superficial ambos as,K94,K94,TROMBOSIS VENOSA SUPERFICIAL                                ,0.904183566570282,K94,TROMBOSIS VENOSA PROFUNDA                                   ,0.8171492218971252,,
1615,flebitis izquierdo,K94,K94,FLEBITIS                                                    ,0.7604065537452698,N73,FLEBITIS SENO CAVERNOSO                                     ,0.6741899251937866,,
1616,trombosis venosa profunda izquierdo,K94,K94,TROMBOSIS VENOSA PROFUNDA                                   ,0.927473783493042,K94,trombosis venas profundas,0.8661745190620422,,
1618,flebitis ambos as,K94,K94,FLEBITIS                                                    ,0.7111637592315674,N73,FLEBITIS SENO CAVERNOSO                                     ,0.6288260817527771,,
1619,trombosis venosa profunda derecho,K94,K94,TROMBOSIS VENOSA PROFUNDA                                   ,0.8781878352165222,K94,trombosis venas profundas,0.8772727251052856,,
1620,tromboflebitis izquierdo,K94,K94,TROMBOFLEBITIS                                              ,0.8130031824111938,K94,tromboflebitis,0.8130031824111938,,
1621,varices eeii derecho,K95,K95,VARICES EEII                                                ,0.8513844013214111,K99,VARICES EXCEPTO EN  PIERNAS                                 ,0.8103464841842651,,
1622,varices eeii izquierdo,K95,K95,VARICES EEII                                                ,0.8506849408149719,K95,VARICES EXTREMIDADES INFERIORES                             ,0.6536076068878174,,
1625,varices extremidades inferiores ambos as,K95,K95,VARICES EXTREMIDADES INFERIORES                             ,0.915511429309845,K95,varices en piernas,0.754109263420105,,
1626,varices eeii ambos as,K95,K95,VARICES EEII                                                ,0.9018998742103576,K95,VARICES EXTREMIDADES INFERIORES                             ,0.6655001044273376,,
1627,insuficiencia cardiaca,K83,K77,insuficiencia cardiaca,0.9999999403953552,K77,INSUFICIENCIA CARDIACA                                      ,0.9999998807907104,,
1631,flebitis pierna derecho,K94,N73,FLEBITIS SENO CAVERNOSO                                     ,0.7055417895317078,K94,FLEBITIS                                                    ,0.6498744487762451,,
1632,eccema varicoso ambos as,K95,K95,ECCEMA VARICOSO                                             ,0.890792727470398,K95,eccema varicoso,0.890792727470398,,
1635,insuficiencia mitral ligera,K83,K83,INSUFICIENCIA MITRAL                                        ,0.9310215711593628,K83,ESTENOSIS MITRAL                                            ,0.7441155314445496,,
1636,insuficiencia mitral moderada,K83,K83,INSUFICIENCIA MITRAL                                        ,0.951977550983429,K83,ESTENOSIS MITRAL                                            ,0.6727768182754517,,
1638,varices excepto piernas,K99,K99,VARICES EXCEPTO EN  PIERNAS                                 ,0.9836027026176452,K95,VARICES EXTREMIDADES INFERIORES                             ,0.8464793562889099,,
1639,exantema generalizado posible eccema coxackium,S07,S07,EXANTEMA GENERALIZADO                                       ,0.7456009984016418,S06,EXANTEMA LOCALIZADO                                         ,0.7103949189186096,,
1640,hemorroides trombosada,K96,K96,HEMORROIDES TROMBOSADA                                      ,1.0,K96,hemorroides trombosadas,0.9712147116661072,,
1641,hemorroides trombosada,K96,K96,HEMORROIDES TROMBOSADA                                      ,1.0,K96,hemorroides trombosadas,0.9712147116661072,,
1643,coxalgia derecho ume 2019,L13,L13,COXALGIA                                                    ,0.5648506283760071,L89,COXARTROSIS                                                 ,0.4548588693141937,,
1644,hemorroides absceso,K96,K96,hemorroides,0.6390628218650818,K96,HEMORROIDES                                                 ,0.639062762260437,,
1646,hemorroides,K96,K96,HEMORROIDES                                                 ,1.0,K96,hemorroides,1.0,,
1647,hemorroidectomia,K96,K96,HEMORROIDES                                                 ,0.4590880572795868,K96,hemorroides,0.4590879678726196,,
1649,hemorroides internas,K96,K96,HEMORROIDES TROMBOSADA                                      ,0.8553657531738281,K96,hemorroides,0.8428069949150085,,
1650,sangre oculta heces hemorroides,A91,A91,SANGRE OCULTA EN HECES                                      ,0.7283622026443481,A10,sangre oculta en heces,0.7283621430397034,,
1651,aneurisma aortico,K99,K99,ANEURISMA AORTICO                                           ,0.9999999403953552,K99,aneurisma de aorta,0.9260076284408568,,
1652,hta esencial,K99,K86,HTA ESENCIAL                                                ,0.9999999403953552,W81,HTA EN EL EMBARAZO                                          ,0.6649316549301147,,
1654,enfermedad circulatoria,K27,K27,MIEDO DE PADECER ENFERMEDAD CIRCULATORIA                    ,0.7400397658348083,K76,ENFERMEDAD CORONARIA ISQUEMICA                              ,0.6952732801437378,,
1657,varices extremidades inferiores izquierdo,K95,K95,VARICES EXTREMIDADES INFERIORES                             ,0.9098067283630372,K95,varices en piernas,0.7501432299613953,,
1659,varices extremidades inferiores derecho,K95,K95,VARICES EXTREMIDADES INFERIORES                             ,0.963134467601776,K99,VARICES EXCEPTO EN  PIERNAS                                 ,0.8498738408088684,,
1660,esofago barret,D84,D84,enfermedades del esofago,0.6789098381996155,D84,ENFERMEDAD ESOFAGO NO ESPECIFICADA                          ,0.6433060169219971,,
1661,linfopenia,B86,B84,LINFOCITOPENIA                                              ,0.5534037947654724,B83,TROMBOPENIA                                                 ,0.5235269069671631,,
1663,espasmo esofagico,D84,D84,ESPASMO ESOFAGICO                                           ,0.9999999403953552,N07,ESPASMO DEL SOLLOZO                                         ,0.6965378522872925,,
1664,aneurisma aortico doble lesion valv aortica,K99,K99,aneurisma de aorta,0.8529776334762573,K99,ANEURISMA AORTICO                                           ,0.842636227607727,,
1665,cervicalgia,L01,L01,CERVICALGIA                                                 ,1.0,L83,CERVICOBRAQUIALGIA                                          ,0.8577250838279724,,
1667,torticolis,L01,L01,TORTICOLIS                                                  ,1.0,L82,TORTICOLIS CONGENITA                                        ,0.7483994364738464,,
1668,dolor cuello,L01,L01,DOLOR DE CUELLO                                             ,0.9460082054138184,H01,DOLOR EN LA OREJA                                           ,0.7989656925201416,,
